name,Brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,rpm,Nm,seats
Maruti Alto 800 LXI Anniversary Edition,Maruti,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,3500,69,5
Maruti Swift VDI,Maruti,2014,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74,2000,190,5
Isuzu MUX 2WD,Isuzu,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,2300,380,7
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes,2007,400000,42000,Petrol,Dealer,Automatic,First Owner,11.74,1796,186,3200,285,5
Hyundai i20 Magna,Hyundai,2013,380000,25000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,4000,113,5
Mahindra Bolero Power Plus LX,Mahindra,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70,1800,195,7
Mahindra Scorpio VLX 2WD BSIII,Mahindra,2012,459999,70000,Diesel,Individual,Manual,First Owner,12.05,2179,120,2300,290,8
Honda City 1.5 S MT,Honda,2009,250000,68600,Petrol,Individual,Manual,Third Owner,17,1497,118,4800,146,5
Maruti Zen Base,Maruti,2002,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60,4500,78,5
Mahindra TUV 300 T6 Plus,Mahindra,2017,645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,2200,240,7
Chevrolet Beat LT,Chevrolet,2010,150000,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1199,79.4,4400,108,5
Maruti Wagon R AMT VXI,Maruti,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998,67,3500,90,5
Maruti Swift VDI,Maruti,2012,325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,2000,190,5
Hyundai Verna 1.4 CRDi,Hyundai,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,2250,219,5
Hyundai Grand i10 CRDi Asta,Hyundai,2014,430000,80000,Diesel,Individual,Manual,Second Owner,24,1120,70,2125,160,5
Maruti Swift VDI BSIV,Maruti,2015,459999,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,2000,190,5
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,4000,112,5
Hyundai i20 Asta 1.2,Hyundai,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,4000,113,5
Mahindra XUV500 W8 2WD,Mahindra,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,2200,330,7
Maruti Alto LXi,Maruti,2012,220000,111000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Mahindra XUV500 W8 2WD,Mahindra,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,2200,330,7
Toyota Corolla Altis 1.4 DGL,Toyota,2017,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364,86.79,2300,205,5
Honda CR-V 2.4 4WD AT,Honda,2007,325000,70000,Petrol,Individual,Automatic,Second Owner,10.1,2354,152,3600,215,5
Renault KWID 1.0 RXT BSIV,Renault,2019,220000,90000,Petrol,Individual,Manual,First Owner,23.01,999,67,4250,91,5
Maruti Wagon R VXI,Maruti,2018,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998,67.05,3500,90,5
Ford Figo Diesel LXI,Ford,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,20,1399,68,2000,160,5
Maruti Wagon R AX BSIV,Maruti,2011,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,3500,90,5
Hyundai Xcent 1.2 VTVT SX Option,Hyundai,2018,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,4000,113,5
Maruti Swift ZDI Plus,Maruti,2013,450000,43978,Diesel,Dealer,Manual,Second Owner,28.4,1248,74,2000,190,5
Tata Tiago 1.2 Revotron XZ,Tata,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199,84,3500,114,5
Nissan Micra XV CVT,Nissan,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76,4400,104,5
Tata Tiago 1.2 Revotron XT,Tata,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Maruti Ciaz AT ZXi,Maruti,2015,685000,30000,Petrol,Individual,Automatic,First Owner,19.12,1373,91.1,4000,130,5
Mahindra KUV 100 D75 K8 Dual Tone,Mahindra,2017,690000,40000,Diesel,Individual,Manual,First Owner,25.32,1198,77,2000,190,6
Mahindra Bolero SLE BSIII,Mahindra,2011,400000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,1470,180,7
Honda City i DTec S,Honda,2016,670000,60000,Diesel,Individual,Manual,First Owner,26,1498,98.6,1750,200,5
Honda Jazz VX,Honda,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,4800,110,5
Tata Indigo CS LX (TDI) BS III,Tata,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69,2500,135,5
Tata Tiago NRG Petrol,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner,24,1199,83.81,3500,114,5
Maruti Baleno Alpha Automatic,Maruti,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,4000,115,5
Hyundai EON Magna Plus,Hyundai,2016,275000,47000,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,4000,74,5
Maruti Alto 800 LXI,Maruti,2014,250000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Chevrolet Spark 1.0 LS,Chevrolet,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18,995,62,4200,90,5
BMW X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,2125,400,5
Mahindra Bolero DI,Mahindra,2005,160000,300000,Diesel,Individual,Manual,Third Owner,13.6,2523,63,1470,180,7
Hyundai i20 Asta 1.2,Hyundai,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,4000,113,5
Audi Q7 35 TDI Quattro Premium,Audi,2015,2650000,53000,Diesel,Dealer,Automatic,First Owner,12.07,2967,241.4,2250,550,7
Hyundai i10 Magna,Hyundai,2010,170000,90000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,4000,111,5
Hyundai Xcent 1.2 CRDi SX,Hyundai,2018,570000,80000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,2000,190,5
Tata New Safari DICOR 2.2 VX 4x2,Tata,2009,250000,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138,2200,320,7
Maruti Alto K10 LXI,Maruti,2015,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,3500,90,5
Mahindra Xylo E4 BS IV,Mahindra,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14,2498,112,2000,260,7
Maruti Swift VDI BSIV,Maruti,2016,565000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,2000,190,5
Skoda Rapid 1.6 TDI Ambition Plus Alloy,Skoda,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,2000,250,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,2400,200,7
Maruti Swift VXI Deca,Maruti,2016,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,4200,113,5
Maruti Swift Dzire VDI,Maruti,2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Ford Aspire Titanium Diesel BSIV,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,2375,215,5
Renault Duster 85PS Diesel RxE Adventure,Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,1900,200,5
Maruti Baleno Delta 1.3,Maruti,2018,600000,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74,2000,190,5
Maruti Ciaz 1.3 Alpha,Maruti,2018,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248,88.5,1750,200,5
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,616000,112000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Maruti Swift Dzire LDI,Maruti,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2019,900000,35000,Diesel,Individual,Manual,First Owner,23,1498,98.96,2500,205,5
Mahindra XUV500 W8 4WD,Mahindra,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140,2200,330,7
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Ford,2018,910000,15000,Petrol,Individual,Manual,First Owner,17,1497,121.36,4500,150,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,2125,430,5
Tata Tiago 1.2 Revotron XT,Tata,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Mahindra XUV500 W10 2WD,Mahindra,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Hyundai EON Era Plus,Hyundai,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,1750,200,5
BMW X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,2125,400,5
Tata Bolt Revotron XE,Tata,2015,299000,16500,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,2750,140,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,600000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,4000,113,5
Hyundai Xcent 1.2 Kappa S Option,Hyundai,2014,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,4000,113,5
Maruti Swift Dzire VXi,Maruti,2009,250000,60000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,4000,114,5
Ford Figo Diesel EXI,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20,1399,68,2000,160,5
Maruti Ignis 1.2 AMT Zeta BSIV,Maruti,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,4200,113,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2016,625000,90000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,1800,195,7
Nissan Sunny Diesel XL,Nissan,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21.64,1461,84.8,2000,200,5
Tata Safari Storme VX Varicor 400,Tata,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,2125,400,7
Mahindra XUV500 W10 2WD,Mahindra,2016,1350000,70000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Tata Indica Vista TDI LS,Tata,2012,175000,90000,Diesel,Individual,Manual,Third Owner,19.4,1405,70,2500,135,5
Tata Indigo CS LX (TDI) BS-III,Tata,2017,450000,70000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,2500,135,5
Volkswagen Vento Diesel Comfortline,Volkswagen,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,2000,250,5
Maruti Swift Dzire VXi,Maruti,2009,250000,80000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,4000,114,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2012,730000,210000,Diesel,Individual,Manual,First Owner,12.99,2494,100,2400,200,7
Tata Safari Storme VX,Tata,2016,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179,148,2200,320,7
Maruti Wagon R LXI,Maruti,2003,135000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,3500,90,5
Chevrolet Beat Diesel LT Option,Chevrolet,2014,170000,76000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,1750,142,5
Maruti Swift VDI,Maruti,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,2000,190,5
Hyundai Creta 1.4 CRDi S,Hyundai,2016,825000,39000,Diesel,Dealer,Manual,First Owner,21.38,1396,88.7,2125,219,5
Ford Figo Aspire 1.5 TDCi Trend,Ford,2017,700000,35000,Diesel,Individual,Manual,First Owner,25.83,1498,99,2375,215,5
Ford Figo 1.2P Ambiente MT,Ford,2011,245000,25000,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,4000,112,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,500000,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,1800,195,7
Maruti 800 DX,Maruti,1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37,2500,59,4
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2016,400000,60000,Petrol,Individual,Manual,First Owner,17,1198,73.75,3750,110,5
Hyundai i20 1.4 Asta Option,Hyundai,2018,800000,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Kia Seltos HTX Plus AT D,Kia,2019,1575000,20000,Diesel,Individual,Automatic,First Owner,17.8,1493,113.4,2125,250,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Maruti SX4 ZDI,Maruti,2011,250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,1750,200,5
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,2200,240,7
Maruti Swift Dzire ZDI,Maruti,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74,2000,190,5
Maruti Vitara Brezza LDi Option,Maruti,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Mahindra Xylo E4 ABS BS IV,Mahindra,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112,2000,260,7
Hyundai i10 Sportz,Hyundai,2011,235000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,4000,111,5
Maruti Wagon R VXI BSIII,Maruti,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,3500,90,5
Hyundai EON Era Plus,Hyundai,2014,250000,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Mahindra KUV 100 D75 K8,Mahindra,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77,2000,190,6
Hyundai i20 Asta 1.2,Hyundai,2015,630000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Tata Hexa XE,Tata,2017,850000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,2250,320,7
Ford Figo Diesel ZXI,Ford,2012,325000,150000,Diesel,Individual,Manual,First Owner,20,1399,68,2000,160,5
Honda City i DTec SV,Honda,2016,700000,110000,Diesel,Individual,Manual,First Owner,26,1498,98.6,1750,200,5
Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,375000,160000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,2125,180,5
Maruti Vitara Brezza VDi,Maruti,2018,819999,32600,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti Zen LXi - BS III,Maruti,2004,120000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60,4500,78,5
Tata Indigo eCS LE TDI BSIII,Tata,2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,2500,135,5
Maruti Ertiga VDI,Maruti,2013,550000,65000,Diesel,Dealer,Manual,First Owner,20.77,1248,88.76,1750,200,7
Maruti Vitara Brezza VDi Option,Maruti,2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti 800 AC BSIII,Maruti,2008,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37,2500,59,4
Maruti Wagon R VXI AMT 1.2,Maruti,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,20.52,1197,81.8,4200,113,5
Tata Nano LX,Tata,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,500,51,4
Maruti Swift Dzire VDI,Maruti,2018,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Hyundai EON Era Plus Sports Edition,Hyundai,2017,350000,20000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Mahindra XUV500 W6 2WD,Mahindra,2014,810000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140,2200,330,7
Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,4200,113,5
Honda City Corporate Edition,Honda,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,4800,146,5
Toyota Fortuner 4x2 Manual,Toyota,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13,2982,168.5,2400,343,7
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2014,750000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,2400,200,7
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,4000,117,5
Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,4400,202,5
Land Rover Discovery Sport TD4 SE,Land,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,2000,382,7
Toyota Etios Liva Diesel,Toyota,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,2100,170,5
Maruti Ritz VDi,Maruti,2014,325000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,2000,190,5
Fiat Linea Emotion (Diesel),Fiat,2010,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,2000,209,5
Maruti Ertiga SHVS ZDI Plus,Maruti,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,1750,200,7
Hyundai i20 1.2 Asta Option,Hyundai,2017,650000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Maruti Swift Vdi BSIII,Maruti,2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8,1248,75,2000,190,5
Hyundai EON Era Plus,Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Honda City i VTEC SV,Honda,2016,575000,55161,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,4600,145,5
Maruti Alto K10 2010-2014 VXI,Maruti,2014,210000,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,3500,90,5
Jeep Compass 2.0 Longitude BSIV,Jeep,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170,2125,350,5
Maruti Swift VXI,Maruti,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,4200,113,5
Maruti Swift Dzire ZXI,Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,4000,115,5
Maruti Wagon R LX,Maruti,2005,110000,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,3500,90,5
BMW 7 Series 730Ld,BMW,2007,750000,60000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258,1500,560,5
Renault KWID Climber 1.0 MT,Renault,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67,4250,91,5
Maruti Baleno Zeta Automatic,Maruti,2019,660000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,4000,115,5
Tata Hexa XT,Tata,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,2125,400,7
Hyundai EON Sportz,Hyundai,2016,300000,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Hyundai Xcent 1.2 VTVT S,Hyundai,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,4000,113,5
Honda BR-V i-DTEC VX MT,Honda,2017,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,1750,200,7
Honda City i-DTEC V,Honda,2019,1200000,40000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,1750,200,5
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,390000,53000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,2125,219,5
Tata Manza Aura (ABS) Safire BS IV,Tata,2012,200000,80868,Petrol,Individual,Manual,Third Owner,13.7,1368,88.8,4750,116,5
Maruti Ertiga BSIV VXI,Maruti,2016,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,4000,130,7
Maruti Swift VDI Optional,Maruti,2017,660000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74,2000,190,5
MG Hector Sharp DCT Dualtone,MG,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451,141,2600,250,5
Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71,2125,180,5
Toyota Fortuner 3.0 Diesel,Toyota,2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171,2400,343,7
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,3750,110,5
Maruti Swift Dzire ZXi,Maruti,2012,355000,90000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,4000,114,5
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.49,1493,100,2200,240,7
Mahindra Bolero 2011-2019 SLX,Mahindra,2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,1800,195,7
Hyundai EON Magna Plus,Hyundai,2014,215000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Hyundai i10 Magna 1.1L,Hyundai,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,4500,99,5
Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,2018,560000,26300,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2017,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,2325,259,5
Chevrolet Spark 1.0 LS,Chevrolet,2010,140000,100000,Petrol,Individual,Manual,Second Owner,18,995,62,4200,90,5
Datsun GO T BSIV,Datsun,2015,225000,71850,Petrol,Individual,Manual,First Owner,20.63,1198,67,4000,104,5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2016,780000,60000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,2500,205,5
Maruti Alto 800 LXI,Maruti,2016,300000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Tata Sumo MKII Turbo 2.0 LX,Tata,2010,235000,90000,Diesel,Individual,Manual,First Owner,14,1948,90,2500,190,9
Honda WR-V i-VTEC VX,Honda,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,4800,110,5
Chevrolet Beat Diesel LT,Chevrolet,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,1750,142,5
Maruti Alto K10 2010-2014 VXI,Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,3500,90,5
Maruti Ritz LDi,Maruti,2013,295000,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,2000,190,5
Hyundai i20 1.2 Magna Executive,Hyundai,2014,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,4000,114,5
Maruti Swift VDI,Maruti,2011,400000,72000,Diesel,Individual,Manual,First Owner,22.9,1248,74,2000,190,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,420000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,1800,195,7
Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,2125,430,5
Maruti Ritz VDi,Maruti,2013,409999,100000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,2000,190,5
Maruti Swift Dzire VDI,Maruti,2016,660000,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74,2000,190,5
Maruti Swift Dzire VDI,Maruti,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
